Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,PRE_Q15,PRE_Q15CF,PRE_Q12,PRE_Q12CF,PRE_Q13,PRE_Q13CF,PRE_Q14,PRE_Q14CF,PRE_Q26,PRE_Q26CF,PRE_Q27,PRE_Q27CF,PRE_Q23,PRE_Q23CF,PRE_Q28,PRE_Q28CF,PRE_Q19,PRE_Q19CF,PRE_Q3,PRE_Q3CF,PRE_Q16,PRE_Q16CF,PRE_Q10,PRE_Q10CF,PRE_Q11,PRE_Q11CF,PRE_Q33,PRE_Q33CF,PRE_Q34,PRE_Q34CF,PRE_REPEAT,PRE_WHYREPEAT,PRE_FREQEN,PRE_CALC,PRE_DAILYM,PRE_DAILYG,PRE_ATT_DL_1,PRE_ATT_DL_2,PRE_ATT_DL_3,PRE_ATT_DL_4,PRE_ATT_DL_5,PRE_ATT_SC_1,PRE_ATT_SC_2,PRE_ATT_SC_3,PRE_ATT_SC_4,PRE_ATT_SC_5,PRE_LK1,PRE_LK2,PRE_LK5,PRE_ANX#1_1,PRE_ANX#1_2,PRE_ANX#1_3,PRE_ANX#1_4,PRE_WHYCS_1,PRE_WHYCS_2,PRE_WHYCS_3,PRE_WHYCS_4,PRE_WHYCS_5,PRE_WHYCS_6,PRE_WHYCS_7,PRE_WHYCS_7_TEXT,PRE_YEAR,PRE_YEAR_5_TEXT,PRE_MAJOR_NEW_1,PRE_MAJOR_NEW_2,PRE_MAJOR_NEW_3,PRE_MAJOR_NEW_4,PRE_MAJOR_NEW_5,PRE_MAJOR_NEW_6,PRE_MAJOR_NEW_7,PRE_MAJOR_NEW_8,PRE_MAJOR_NEW_9,PRE_MAJOR_NEW_10,PRE_WHYMAJ_1,PRE_WHYMAJ_2,PRE_WHYMAJ_3,PRE_WHYMAJ_4,PRE_WHYMAJ_5,PRE_WHYMAJ_6,PRE_WHYMAJ_7,PRE_WHYMAJ_8,PRE_WHYMAJ_8_TEXT,PRE_AGE,PRE_GENDER,PRE_RACE_1,PRE_RACE_2,PRE_RACE_3,PRE_RACE_4,PRE_RACE_5,PRE_RACE_6,PRE_RACE_7,PRE_DIS_1,PRE_DIS_2,PRE_DIS_3,PRE_DIS_4,PRE_USEDU,PRE_EFFORT,SC0
100,834,1,9/12/18 16:45,R_Dq1p7G98sQQEY3T,3,4,3,4,2,4,4,4,2,4,1,4,1,4,2,4,2,4,2,4,2,4,2,4,1,2,3,4,4,4,2,,4,1,2,1,3,3,1,2,3,3,3,2,3,4,3,3,2,3,3,1,1,1,,,,,,,,2,,,,,,1,,,,,,1,1,,,,,,,,2,2,,,,1,,,,,,,,1,5,13
100,849,1,9/12/18 16:45,R_yC0Gojz9xCTCY0N,3,4,4,4,2,3,3,1,2,4,3,4,3,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,3,3,2,1,1,2,1,1,1,3,2,2,2,2,4,4,4,,,,,1,,,,,,,,2,,,,,,1,,,,,,1,,1,1,,1,,,,2,1,,1,,,,,,,,,,1,5,12
100,858,1,9/12/18 16:46,R_2dvemPJNDAd69GA,3,3,3,3,2,3,4,2,2,3,3,3,4,3,2,3,2,3,2,3,2,3,2,3,1,3,3,3,4,3,2,,3,4,3,2,2,3,2,2,2,4,3,3,3,3,3,3,2,1,1,2,1,1,1,,,,,,,2,,,,,,1,,,,,,1,1,1,1,,,,,,2,1,,1,1,1,,,,1,1,1,,1,4,15
100,928,1,9/12/18 16:46,R_2dPXYugiKD2obpu,3,3,3,4,1,3,2,2,2,3,3,4,4,3,2,4,2,4,1,3,2,4,2,3,1,1,3,3,4,3,2,,5,5,3,2,2,2,1,2,3,3,3,3,3,3,3,3,2,3,2,2,3,1,,,,,,,,2,,,,,,1,,,,,,,1,1,,,,1,,,2,2,,1,,,,,,,,,,1,4,12
100,909,1,9/12/18 16:46,R_3ixkXBVPp9vFAAz,1,3,3,3,1,3,1,3,2,3,3,3,1,3,2,3,2,3,2,4,2,3,3,2,1,3,3,3,4,3,2,,4,3,3,2,2,3,2,3,2,3,3,2,3,3,3,3,3,2,2,1,2,1,,,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,2,2,,,,1,,,,,,,,1,5,10
100,901,1,9/12/18 16:46,R_efGRYSrmEHnbuOl,3,3,3,3,2,2,3,2,2,4,3,3,4,2,2,4,2,4,2,4,2,4,4,1,2,1,3,3,4,2,2,,1,4,2,3,2,2,1,2,2,2,2,2,2,3,3,3,1,3,1,1,1,1,,,,,,,,4,,,,,,1,,,,,,,,1,,,,,,,2,2,,1,,,,,,,,,,2,5,12
100,1162,1,9/12/18 16:47,R_3F4fX02QuXE0V4T,3,3,3,4,3,2,3,3,2,4,1,3,4,3,2,4,2,3,2,3,2,3,2,3,1,3,2,2,5,2,2,,3,3,3,1,2,4,4,1,2,4,4,2,3,3,4,3,3,2,3,1,1,1,1,,,,,,,3,,,,,,1,,,,,,1,1,1,,,,,,,2,1,,1,,1,,,,,,,,1,3,10
100,1095,1,9/12/18 16:47,R_3O0o6V1r65UscWk,3,3,3,4,2,1,3,3,2,4,2,2,3,2,3,1,3,3,2,3,2,4,2,3,1,4,4,2,4,3,2,,1,1,2,3,2,2,2,2,2,3,3,3,3,2,3,3,2,2,1,1,1,1,,,,,,,,4,,,,,,1,,,,,,,,,,,,,1,,2,1,,1,,,,,,,,,,1,5,9
100,1201,1,9/12/18 16:47,R_2V7pIShSqZ1Vk9l,3,4,2,4,2,2,3,3,2,4,3,4,1,4,2,4,2,4,2,4,2,4,2,3,1,4,3,3,4,3,2,,2,3,2,2,1,1,1,1,1,3,4,4,3,3,3,4,4,1,2,1,1,1,,,,,,,,4,,,,,,1,,,,,,,,1,,,,,,,2,1,,1,,,,,,,,,,1,2,12
100,1292,1,9/12/18 16:48,R_3KItEHFpbnX4Qga,1,4,3,4,1,2,2,1,2,4,3,3,4,3,2,2,3,3,2,4,2,3,2,4,1,4,3,3,4,4,2,,3,1,2,1,1,2,2,2,3,2,2,3,2,3,4,4,3,2,2,1,1,1,,,,,,,,2,,,,,,1,,,,,,1,1,1,1,,1,,,,2,1,,,,1,,,,,,,,1,4,11
100,991,1,9/12/18 16:53,R_yUSbYuEc3V8J6Dv,3,4,3,4,3,3,3,3,2,4,3,4,3,3,2,4,2,4,2,4,2,4,2,3,1,3,3,4,4,4,2,,3,1,3,2,1,2,1,2,2,2,1,1,2,1,4,4,4,,,,,1,,,,,,,,3,,,,,,1,,,,,,,,,,,,1,,,2,1,,,1,,,,,,,,,1,2,12
100,1027,1,9/12/18 16:53,R_1hW3zELHIMUj8WD,3,4,4,4,2,3,4,3,2,4,1,3,4,1,2,4,2,4,2,2,2,4,2,3,4,2,3,3,1,1,2,,1,1,3,1,2,3,1,2,2,3,3,2,3,3,4,4,4,2,1,1,1,1,,,,,,,,4,,,,,,1,,,,,,1,1,1,1,,,,,,2,1,,,1,,,1,,,,,,1,4,11
100,1208,1,9/12/18 16:53,R_25L6HPhbeUuSqqp,3,4,3,4,3,3,4,3,2,4,3,4,4,3,2,4,2,3,2,4,2,4,2,4,1,4,3,4,4,4,2,,2,3,2,1,2,3,3,2,2,3,3,3,3,3,4,3,3,3,1,2,2,1,,,,,,,,2,,,,,,1,,,,,,,,1,,,,1,,,2,1,,,,1,,,,,,,,1,5,14
100,1023,1,9/12/18 16:55,R_3lRLWLWHY93g6YI,3,4,3,4,2,2,4,4,2,4,3,3,1,3,3,2,2,3,2,4,2,3,2,4,1,4,3,3,5,4,2,,5,1,3,2,2,2,1,2,2,3,3,3,3,3,4,4,4,,,,,1,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,2,1,,,1,,,,,,,,,1,4,12
100,1094,1,9/12/18 16:56,R_2WGX1Vmkedv3hCw,1,4,3,3,1,3,3,2,1,4,1,4,4,2,2,4,2,4,2,4,2,4,2,4,1,4,1,4,4,4,2,,4,3,3,0,1,4,1,1,1,3,4,4,4,3,4,4,4,,,,,1,,,,,,,,4,,,,,,1,,,,,,,,1,,,,,,,2,2,,,,1,,,,,,,,1,3,9
100,1280,1,9/12/18 16:57,R_2ZZVRymthffWzyk,3,4,3,4,2,3,4,3,2,4,3,4,3,2,2,4,2,4,2,4,2,4,2,4,2,2,3,4,4,4,2,,3,2,3,2,2,2,1,2,3,3,3,2,2,3,3,3,3,1,1,1,2,1,,,,,,,,4,,,,,,1,,,,,,,1,,,,,,,,2,1,,1,,,,,,,,1,,1,4,13
100,1542,1,9/12/18 16:57,R_2RaA3eZuq5Exsc3,3,4,4,3,2,3,2,2,2,3,3,4,1,3,3,3,2,4,2,3,2,3,2,3,1,2,3,3,4,3,2,,4,1,3,0,1,1,1,1,1,3,2,2,2,3,3,4,4,3,3,3,3,1,,,,,,,,3,,,,,1,,,,,,,1,,,,,,,,,2,2,,,1,1,,,,,,,,1,5,11
100,1489,1,9/12/18 16:58,R_3aAFel7OEZbtm7L,3,4,3,4,1,4,4,3,2,4,3,4,4,3,2,4,2,4,3,4,2,4,2,4,1,4,3,4,4,4,2,,2,3,2,2,1,3,3,1,2,1,3,3,1,1,4,4,4,1,1,1,2,1,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,2,1,,1,,,,,,,,,,1,5,13
100,1017,1,9/12/18 17:00,R_1CkjJ9bslFagJjB,3,4,3,4,2,4,3,4,2,4,4,4,1,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,4,2,3,3,1,1,1,1,1,1,1,1,1,1,4,4,3,1,1,1,1,,,1,,,,,,3,,,,,1,,,,,,,,,,1,,,,,,2,1,,1,,,,,,,,,,2,2,12
100,1157,1,9/12/18 17:01,R_3KBdD3zlULDfhsM,3,2,3,4,1,3,3,3,2,4,3,3,1,3,1,3,2,3,2,4,2,4,4,3,2,2,1,2,3,2,2,,5,1,3,2,2,2,2,2,2,2,2,2,2,2,3,4,3,1,1,1,1,1,,1,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,3,1,,1,,,,,,,,,,1,5,7
100,848,1,9/12/18 17:02,R_24jiHRtCbPkadYP,1,4,3,4,1,4,3,3,2,4,4,3,4,3,2,1,1,4,2,1,3,1,2,4,1,4,2,1,3,1,2,,4,1,2,3,3,2,1,2,3,3,2,2,3,3,1,1,3,1,1,1,1,1,,,,,,,,3,,,,,,1,,,,,,1,1,1,1,,,,,,3,1,,,,1,,,,,,,,1,3,7
100,2663,1,9/12/18 17:23,R_yOaB4q2INsCxJiV,3,4,4,4,2,3,3,3,2,3,2,2,2,3,2,3,2,4,3,4,2,4,2,3,2,1,4,3,2,2,2,,5,1,3,2,2,2,1,2,2,2,2,1,2,2,4,4,3,1,2,1,2,1,,,,,,,,4,,,,,,1,,,,,,1,,,1,,,,,,3,2,1,,,,,,,,,,,2,4,7
1,3,0,9/12/18 17:29,R_9NxY9Ojrr3ySMGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100,924,1,9/12/18 18:01,R_SGKBwUn1XvNUSfT,3,4,3,3,2,3,3,3,2,4,3,4,1,3,2,4,2,4,2,3,2,4,2,4,1,4,3,4,4,4,2,,1,3,2,0,2,3,2,2,3,3,3,1,3,3,3,3,3,2,2,1,3,1,,,,,,,,3,,,,,,1,,,,,,1,1,1,1,,,,,,2,1,,1,,,,,,,,,,1,4,13
26,554,0,9/12/18 18:38,R_3siETkEmoFHsCBi,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100,847,1,9/12/18 18:39,R_1dgKRMoOaVzroJo,3,4,3,4,2,3,4,3,2,4,3,4,4,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,5,2,3,3,2,3,2,2,1,3,1,1,3,3,4,4,3,1,1,1,1,,,1,,,,,,1,,,,,1,1,,,,,,1,1,1,1,,1,,,,1,1,,,1,,,,,,,,,1,5,15
16,62,0,9/12/18 19:30,R_5u0YChqZ4qlgoRr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
23,61,0,9/12/18 19:31,R_2WDqcoe5gFWVPzA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100,1083,1,9/12/18 19:41,R_81D8hprVc2GKYFj,2,3,3,4,2,1,3,1,2,4,3,4,3,1,2,4,2,1,2,3,2,4,2,4,3,1,1,3,4,3,2,,2,2,3,3,2,4,3,1,1,3,2,2,2,3,3,3,3,1,1,1,1,1,,,,,,,,2,,,,,,1,,,,,,,,1,,,,1,,,2,1,,,,,,1,,,,,,1,3,10
100,1131,1,9/12/18 19:43,R_exv3OGV4HnyZ1y9,2,3,5,3,1,3,1,3,2,4,2,1,1,2,2,2,2,3,2,2,2,1,2,3,1,3,3,4,4,3,2,,3,3,3,2,2,4,2,2,2,3,4,3,2,3,3,3,3,2,1,3,2,1,,,,,,,,2,,,,,,1,,,,,,,1,1,,,,,,,2,2,,,1,,,,,,,,,1,5,9
100,841,1,9/12/18 19:43,R_3FRpkLP5UUTcG0o,3,3,3,3,2,3,4,3,2,3,4,3,4,3,2,3,1,3,2,3,2,3,2,3,1,3,3,3,4,3,2,,4,2,3,2,3,3,2,2,3,3,3,3,3,3,4,4,2,2,3,2,3,1,,,,,,,,4,,,,,,1,,,,,,1,1,1,,,,,,,2,1,,,1,,,,,,,,,1,5,13
100,1169,1,9/12/18 19:43,R_D607CI30Nkh9IxH,3,4,3,4,2,4,3,4,2,4,3,4,4,4,2,4,2,4,2,4,2,4,2,4,1,3,3,4,4,4,2,,2,2,3,2,2,2,2,2,2,3,3,1,3,3,3,3,3,2,2,1,3,1,,,,,,,,3,,,,,,1,,,,,,1,1,1,,,,,,,2,1,,1,,,,,,,,,,1,5,14
100,1172,1,9/12/18 19:43,R_1ieAnEATiLPb5i0,3,4,3,4,2,4,3,4,2,4,3,3,4,3,2,3,2,3,2,4,2,3,2,3,1,3,3,4,4,4,2,,2,3,3,3,1,2,1,2,3,2,3,2,3,2,4,4,3,2,1,2,2,1,,,,,,,,3,,,,,,1,,,,,,1,1,1,1,,,,,,2,1,,,1,,,,,,,,,1,5,14
100,1166,1,9/12/18 19:43,R_WcBxktWWqHYuO6R,3,4,4,3,3,2,3,2,2,4,3,4,1,2,2,4,2,4,2,4,2,4,2,3,1,2,3,4,4,4,2,,1,3,2,1,3,1,2,2,2,4,2,3,3,3,3,4,3,2,3,1,2,1,,,,,,,,3,,,,,,1,,,,,,,1,1,1,,,,,,2,2,,1,,,,,,,,,,2,3,11
100,1188,1,9/12/18 19:44,R_ze7CMtWCNadvGEN,1,3,3,4,2,1,1,3,2,3,3,1,1,3,3,1,2,3,2,3,2,3,2,1,1,1,2,1,3,1,2,,2,1,2,2,3,2,2,3,3,2,3,3,3,3,3,3,3,2,1,1,1,1,,,,,,,,2,,,,,,1,,,,,,1,,1,,,,,,,2,1,,,,1,,,,,,,,1,3,9
100,1315,1,9/12/18 19:46,R_574yrrDqYnexZqF,3,4,3,4,2,2,3,2,2,4,3,2,4,2,4,2,2,2,2,3,2,4,2,4,1,4,3,3,4,4,2,,1,4,2,1,2,3,3,2,1,3,2,1,3,3,3,3,2,2,1,2,2,1,,,,,,,,3,,,,,,1,,,,,,1,1,1,1,,,,,,2,1,,,,1,,,,,,,,1,3,13
100,1062,1,9/12/18 19:47,R_2TGb67yGDaQdeiG,3,3,5,3,2,2,3,3,2,3,3,4,4,3,1,3,2,3,2,3,2,3,2,3,2,1,4,1,4,3,2,,3,4,2,1,2,2,2,2,2,4,2,2,4,3,3,2,2,3,3,1,4,1,,,,,,,,3,,,,,,1,,,,,,,1,,,,,,,,2,2,,1,,,,,,,,,,1,3,10
100,1366,1,9/12/18 19:47,R_Pv1YgownbKJWgj7,3,3,3,3,4,3,3,3,2,3,3,3,1,3,2,3,2,3,2,3,2,3,2,3,1,3,3,3,4,3,2,,2,3,2,1,1,3,2,2,2,3,3,3,3,3,3,3,2,3,1,2,2,1,,,,,,,,2,,,,,,1,,,,,,,,1,,,,,,,2,2,,1,,,,,,,,,,1,5,12
100,1125,1,9/12/18 19:47,R_3EFrJbjTBb96aBe,3,4,4,4,2,4,4,2,2,4,2,1,1,4,4,4,2,3,2,4,2,4,2,4,1,4,3,4,4,4,2,,3,1,1,1,2,2,1,2,3,4,4,4,4,4,3,4,3,3,1,1,1,1,,,,,,,,3,,,,,,1,,,,,,,1,1,,,,,,,2,1,,1,,,,,,,,,,1,5,11
100,1306,1,9/12/18 19:47,R_V2Q5kJQ7Vh65q4F,3,3,4,3,2,1,3,1,2,4,1,2,1,3,2,3,3,3,2,3,2,3,1,1,1,1,2,3,1,3,2,,4,3,3,2,2,3,2,1,2,2,2,2,2,2,3,3,3,4,3,1,2,1,1,,,,,,,3,,,,,,1,,,,,,1,1,,,,1,,,,2,1,,1,,,,,,,,,1,1,5,7
100,1418,1,9/12/18 19:47,R_2YXQ33hb1rEY5gh,3,4,3,4,2,4,4,4,2,4,3,4,4,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,4,5,3,2,2,1,1,2,2,4,2,1,3,4,4,4,4,1,1,1,1,1,,,,,,,,4,,,,,,1,,,,,,1,1,1,1,,,,,,2,1,,,,1,,,,,,,,1,5,15
100,1407,1,9/12/18 19:47,R_3egEaR98H8zq69Q,3,3,3,4,2,3,3,2,2,4,1,2,4,3,2,4,2,3,2,4,2,4,2,3,1,4,3,4,4,4,2,,3,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,1,1,2,1,,,,,,,,3,,,,,,1,,,,,,1,1,1,,,1,,,,2,2,,,1,1,1,,,,,,,1,5,13
100,1417,1,9/12/18 19:48,R_2CNg2ljqWIvCGnZ,2,4,3,4,4,3,4,3,2,4,1,3,2,2,1,3,2,2,2,3,2,3,2,2,1,1,2,2,4,4,2,,3,5,2,1,2,2,2,2,2,4,3,2,3,4,3,3,3,1,1,1,1,1,,,,,,,,3,,,,,,1,,,,,,,1,,,,,,,,2,1,,,,1,,,,,,,,1,4,9
100,942,1,9/12/18 19:49,R_2E48w6MFak8LgFd,3,4,3,4,4,4,3,4,2,4,3,4,4,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,3,3,2,1,2,3,2,2,2,2,3,2,3,3,4,4,4,1,2,2,2,1,,,,,,,,2,,,1,,,1,,,,,,1,1,,1,,,,,,2,2,,,1,,,,,1,,,,1,5,13
100,1475,1,9/12/18 19:50,R_3pmbFfhcVx3R1qK,3,3,3,4,2,3,3,3,2,4,2,3,2,1,2,4,2,3,2,3,2,4,2,1,2,3,3,3,4,4,2,,4,2,2,2,3,2,2,3,3,3,2,1,3,3,2,3,3,2,2,1,3,1,1,,,,,,,3,,,,,,1,,,,,,1,,1,,,,,,,2,1,,1,,,,,,,,,,1,5,11
100,1622,1,9/12/18 19:50,R_1oH0JzT2jpucuXQ,3,3,3,4,2,3,3,3,2,4,3,4,1,3,2,4,2,4,2,4,2,3,2,2,2,2,3,3,4,4,2,,1,4,2,1,2,2,1,2,2,3,3,4,4,3,4,4,3,3,3,2,2,1,,,,,,,,5,super senior,,,,,1,,,,,,1,1,1,,,1,,,,3,1,,,1,,,,,,,,,1,4,12
100,1575,1,9/12/18 19:51,R_vAXLIsqrjnw8rMR,3,3,3,4,1,3,4,4,2,4,1,4,4,3,1,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,3,1,3,2,1,3,3,1,1,1,3,2,1,2,4,4,4,1,1,2,1,1,,,,,1,,,2,,,,,,1,,,,,,1,1,1,1,,1,,,,2,2,,1,,,,,,,,,,1,5,12
100,1283,1,9/12/18 19:52,R_etUoKIG3PBMjmJr,2,4,3,4,4,2,1,2,2,4,3,4,4,2,2,3,2,4,2,4,2,4,4,2,4,2,1,3,4,2,2,,3,5,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,2,1,,1,,,,,,3,,,,1,,,,,,,,,1,1,,,,,,,3,1,,1,,,,,,1,,,,1,3,9
100,1675,1,9/12/18 19:52,R_8Jr6tEh355RKusx,3,1,3,1,2,1,4,1,2,1,3,1,4,1,2,1,2,1,2,1,2,1,2,1,1,1,3,1,4,1,2,,5,2,2,3,2,3,2,2,2,4,4,3,3,4,3,3,3,4,4,1,1,1,,,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,2,1,,1,,,,,,,,,,1,2,15
100,1394,1,9/12/18 19:52,R_2eXyo9MyvtihclE,3,4,3,4,1,4,3,4,2,4,3,4,1,4,2,4,2,4,2,3,2,4,2,4,1,4,3,4,4,4,2,,1,2,2,1,1,2,1,2,2,4,3,3,4,4,3,4,3,2,2,1,1,1,,,,,,,,3,,,,,,1,,,,,,1,,,,,,,1,Useful skill to learn,2,1,,1,,,,,,,,,,1,4,12
100,1529,1,9/12/18 19:54,R_1Ea1fKPdo5thiIm,3,4,3,4,2,3,3,3,2,4,3,3,3,2,2,4,2,4,1,3,2,3,2,3,1,4,3,3,4,4,2,,4,1,3,3,1,2,1,1,1,2,2,2,2,3,4,4,3,2,1,1,1,1,,,,,,,,3,,,,,,1,,,,,,,,,,,,1,,,3,1,,,,,1,,,,,,,1,5,12
100,1454,1,9/12/18 19:54,R_3fQ0nEQeLDt7Uiw,3,4,3,4,2,4,4,4,2,4,1,4,1,3,2,4,2,4,2,4,2,4,2,4,1,4,2,4,4,4,2,,2,1,2,1,2,3,2,2,2,4,3,4,4,4,3,3,1,2,3,1,2,1,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,2,1,,1,,,,,,,,,,1,5,12
100,1370,1,9/12/18 19:56,R_2CuZweLT6hFPBm3,3,4,3,4,4,4,4,3,2,4,3,4,4,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,3,1,2,2,2,3,1,2,3,4,4,2,3,4,4,4,2,2,1,1,1,1,,,,,,,,4,,,,,,1,,,,,,1,1,1,1,,1,,,,4,1,,,1,,,,,,,,,1,5,14
100,1618,1,9/12/18 20:00,R_2QxpEE2hjFCMr2d,3,3,1,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,2,3,2,2,2,4,2,3,2,2,,3,3,3,2,3,2,2,2,3,3,2,1,3,3,3,3,3,,,,,1,1,1,,,,,,3,,,,,,1,,,,,,1,,,,,,1,,,2,2,1,,,,,,,,,,,2,5,5
0,16183,0,9/12/18 20:58,R_2CfWJobTeCyW7El,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100,766,1,9/12/18 22:03,R_zePjhCGUI9LReZX,2,2,3,3,4,2,1,2,2,4,2,2,1,3,3,1,3,1,2,2,2,4,2,3,1,1,2,2,4,1,2,,3,1,2,1,4,4,2,3,2,3,4,3,4,4,1,2,2,4,3,1,3,1,,,,,,,,4,,,,,,1,,,,,,,,1,,,,,,,2,1,,1,,,,,,,1,,,1,3,7
16,26,0,9/12/18 22:28,R_12RrSx8IteobooJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
26,123,0,9/12/18 22:33,R_BVWMdfajlI3xoQ1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
100,375,1,9/12/18 22:37,R_893SoaYgKlnrEpX,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,3,,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,2,1,,1,,,,,,,,,,2,1,1
100,655,1,9/12/18 22:43,R_0d3JKYIOSFiQL3b,3,3,4,2,2,2,2,3,2,4,3,3,3,2,3,2,4,3,1,3,3,2,2,2,2,2,3,3,4,2,3,,1,2,2,1,3,3,2,2,3,2,3,2,3,3,3,3,3,1,1,1,2,1,,,,,,,,2,,,,1,,,,,,,,1,,,,,,,1,because I want to help people,2,2,,,,,,1,,,,,,1,3,7
41,26097,0,9/12/18 23:48,R_1CIPnmpqnJNE96y,3,4,3,4,4,2,2,2,,,,,,,,,,,,,,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
100,711,1,9/13/18 17:07,R_2vddKYrasyJNgme,3,4,3,3,2,2,4,3,2,4,3,4,1,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,4,2,2,1,1,2,1,1,1,3,3,3,3,3,4,4,4,2,2,1,2,1,,,,,,,,4,,,,,,,,,,,1,1,,,,,,,,,2,1,,,,1,,,,,,,,1,4,14
100,884,1,9/13/18 17:10,R_25ShnCCVWU4bDeB,1,1,3,3,1,3,1,1,2,3,3,3,4,1,1,3,2,3,2,1,2,3,1,1,1,3,3,3,4,3,1,1,4,1,3,3,2,2,2,2,3,2,2,2,3,3,4,4,4,1,1,1,1,1,,,,,,,,3,,,,,,1,,,,,,1,1,,,,,,,,2,2,,,,1,,,,,,,,1,4,10
100,909,1,9/13/18 17:10,R_26nZTtcIt8tcDKG,3,4,3,4,2,4,4,4,2,4,3,4,4,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,4,3,3,1,1,2,2,1,2,3,2,3,3,3,4,4,4,1,1,1,1,1,,,,,,,,2,,,,,,1,,,,,,,,1,,,,,,,2,1,,1,1,,,,,,,,,1,5,15
100,965,1,9/13/18 17:11,R_1CjbouCqBxk2vUt,3,4,3,3,2,2,3,1,1,4,3,3,1,3,3,1,2,4,3,3,2,4,3,1,4,1,3,3,4,3,2,,4,2,3,1,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,3,1,,,,,,,,4,,,,,,1,,,,,,,,,,,1,1,,,2,1,,,,1,,,,,,,,1,3,8
100,934,1,9/13/18 17:11,R_2WBhHXnaNNc5rPR,3,3,3,4,1,3,3,2,2,4,2,1,1,3,4,3,2,4,2,4,2,4,1,4,2,2,2,3,4,3,2,,2,3,3,3,3,3,3,3,3,4,4,2,2,4,4,4,2,4,4,2,4,1,1,,,,,,,3,,,,,,1,,,,,,1,1,1,,,,,,,2,1,,,,,,,1,,,,1,1,5,7
100,1029,1,9/13/18 17:12,R_3qfJPaA8a5W54d4,3,4,3,4,4,4,3,3,2,4,3,4,4,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,2,2,3,3,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,1,1,1,,,,,,,3,,,,,,1,,,,,,1,1,1,,,,,,,2,1,,1,,,,,,,,,,1,5,13
100,1179,1,9/13/18 17:15,R_2vZYrNNgn0l5wKL,3,4,3,4,2,4,4,4,2,4,3,4,4,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,4,1,3,2,2,2,2,2,2,2,3,3,2,2,4,4,2,1,1,1,1,1,,,,,,,,3,,,,,,1,,,,,,1,,1,,,,,,,2,1,,1,,,,,,,,,,1,5,15
